,Comment
3451,Everyone else is gonna go midnight. And we've seen the other colors. Starlight is really the main color of mystery. People can't really agree what color it is ??
3452,I still lean towards the M1 macbook air because of it's price. It has great performance and I don't really care about the outer body design.
3453,the main upgrade is for video editors (the media engine is taken from the m1pro) so if you don't plan on using that and you're not wanting to spend 200 dollars more on the new design
3454,I bought my M1 MacBook Air with 8/8 cores
3455,@Zombie Rofl Because I really prefer the physical buttons to the touch bar. Why pay more money for a feature that I find it worse?
3456,Between now and when the m1 launched
3457,Why did you not get the MacBook Pro M1?
3458,is the liquid retina display promotion?
3459,wheres that god damn sd card slot
3460,can they just unify the connectors? tired of having to bring a charger for usb c
3461,I would get the Midnight one
3462,"I love and appreciate you helping us decide which is best deal for everyday use...

I feel like most people just use it for pretty basic things....I did a little editing here and there...but mostly just YouTube 
Email and  a few word documents..,1,Gerald Foushee,2022-06-09T02:45:47Z,0,0.0,0.4694444444444444,0.2402777777777777;;"
3463,It�s not �Midnight Black� it�s �Blurple� ??
3464,Anti-fingerprint spray
3465,"1:50
35W is fast charging. It's usually any wattage above 12W isn't it? At least for wireless charging I think it is anyway,0,GetEducatedYouFool,2022-06-09T02:45:08Z,0,0.0,0.3375,-0.0875;;"
3466,I think you should get star light colour ????
3467,I think this laptop should be called �MacBookAir Pro�
3468,And that comparison of the $1499 models is why the Air is a much better buy at this point
3469,With $200 extra than M1 Air
3470,Ohh my god i want to buy it hehehe
3471,"Him :- �which color should I get ?�
Me:- your money, your choice unless you giving this laptop ?? to me as gift ?? 

????,0,P Wang,2022-06-09T02:43:38Z,0,0.0,0.0,0.0;;"
3472,"I would like to get ""BLACK"" M2 MacBook Air,0,Balam Satya padma,2022-06-09T02:42:03Z,0,0.0,0.4333333333333333,-0.1666666666666666;;"
3473,Is Macbook Air 2022 still fan-less?
3474,This the best featurestic macbook air for ever????
3475,SInce you see n these up close and in person
3476,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3477,The 14� MacBook Pro is ridiculously expensive. They should have brought back everyday usable ports on this new MacBook air. It�s ridiculous that we have to buy additional hubs to get regular usage out of this powerful laptop.
3478,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3479,I had thought this air came with pro motion and was pretty bummed to see that it doesn�t. Would honestly pic up a 14� pro just to have pro motion
3480,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3481,"i have the 2019 macbook pro 13"" and definitely the M2 Air is a good upgrade for me. just worried about the midnight color tho, the fingerprint marks didn't even come off easily when they wiped it out.,1,Lasdil Elizaga,2022-06-09T02:40:01Z,3,2.0,0.6444444444444445,0.3777777777777777;;"
3482,Yea sell yours while it still has decent resale. Tbf press event laptops get mucky and I use a damp cloth with a minuscule hint of dish soap to clean fingerprints off.
3483,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3484,Midnight with Dbrand skin lets go
3485,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3486,Does it still charge via the USB C ? Importantly
3487,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3488,Really curious if I can still charge with usb c?
3489,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3490,The old design M2 macbook pro is just there so users buy the new m2 macbook air with better design and port. (It's just a marketing trick so users go to buy macbook air then macbook pro and i am sure apple will make more profit selling macbook air then macbook pro with same price)
3491,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3492,Looking for some good hub or adapters for MacBook Air M1. Do share your choices guys.
3493,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3494,I don't like any of the colours at all. I won't be buying one. Although I expect APPLE to release a later version in Purple like they did with the iPhone 12.
3495,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3496,just get gold
3497,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3498,The Forge Lamont plug was weird because I go there for mountain bike stuff.
3499,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3500,The notch is just crap on a laptop...it's a distraction.
3501,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3502,The thermal tape/ heatsink mod brings the Air to Macbook Pro performance without the fan
3503,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3504,Apple are loosing it
3505,@???? ?? ???QUES_BROWN Is this actually you
3506,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3507,They will bring wedge shape again after 5 years. ??????
3508,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3509,Everyone is talking about midnight blue
3510,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3511,Gonna try starlight
3512,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3513,I�d love to see the midnight blue one just cause it�s a new color. I really feel like it looks sleek and professional. That hint of blue to me is just beautiful
3514,top
3515,@Tobin Hunt what are you talking about? Bare metal? It�s light reflecting
3516,The only thing that concerned me was
3517,i Like red...red...is not dead.
3518,kinda like the Slate iPhone 5. I hope the paint doesn't rub off as easily
3519,Cannot agree less
3520,Cringe
3521,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3522,silver is a classic. get silver. no fingerprints and if it scratches
3523,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3524,The dust on the camera is very irritating
3525,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3526,I suspect the M2 13 inch MacBook Pro is for Enterprise customers who may literally have enclosures for purpose built workflows going back to the Intel version. Not every Apple customer is a consumer end-user.
3527,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3528,guys pro m2 or air m2 which ones better
3529,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3530,This m2 thing is a bust and OS 16 is trash
3531,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3532,I still wanna do midnight regardless of all the problems. It would be my first MacBook if I get it!
3533,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
3534,Midnight but I�m biased towards any blue Apple products
3535,<Thanks for ????watching and commenting for more information and guidance ~ write me  on Telegram Only>
